Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese,Punteggio
poliestere,chiaro,lungo,all,2022-08-10,pioggia,23,estate,agosto,20
poliestere,scuro,lungo,estate,2022-05-18,pioggia,20,primavera,maggio,21
poliestere,scuro,lungo,estate,2022-12-11,pioggia,5,inverno,dicembre,23
cotone,scuro,lungo,all,2022-07-26,pioggia,26,estate,luglio,20
velluto,scuro,lungo,all,2022-05-08,pioggia,10,primavera,maggio,23
poliestere,colorato,lungo,estate,2022-04-20,pioggia,8,primavera,aprile,27
poliestere,colorato,lungo,estate,2022-06-16,pioggia,24,estate,giugno,23
poliestere,colorato,lungo,estate,2022-01-04,pioggia,9,inverno,gennaio,23
poliestere,chiaro,lungo,estate,2022-01-22,soleggiato,1,inverno,gennaio,23
poliestere,scuro,lungo,estate,2022-12-09,pioggia,15,inverno,dicembre,21
poliestere,colorato,lungo,estate,2022-04-29,soleggiato,15,primavera,aprile,25
poliestere,chiaro,lungo,all,2022-01-07,soleggiato,0,inverno,gennaio,26
poliestere,colorato,lungo,estate,2022-01-24,soleggiato,0,inverno,gennaio,23
poliestere,chiaro,lungo,estate,2022-01-11,pioggia,8,inverno,gennaio,23
raso,scuro,lungo,estate,2022-10-10,pioggia,8,autunno,ottobre,17
cotone,scuro,lungo,all,2022-02-10,nuvoloso,3,inverno,febbraio,26
poliestere,colorato,lungo,primavera_estate,2022-01-10,nuvoloso,0,inverno,gennaio,24
poliestere,colorato,lungo,estate,2022-11-11,soleggiato,16,autunno,novembre,21
poliestere,scuro,lungo,estate,2022-10-06,soleggiato,11,autunno,ottobre,22
poliestere,colorato,lungo,all,2022-01-09,pioggia,-1,inverno,gennaio,26
cotone,chiaro,lungo,all,2022-07-26,soleggiato,34,estate,luglio,22
poliestere,scuro,lungo,all,2022-04-16,soleggiato,16,primavera,aprile,24
poliestere,colorato,lungo,estate,2022-07-24,pioggia,26,estate,luglio,18
cotone,scuro,lungo,all,2022-03-23,soleggiato,7,primavera,marzo,26
poliestere,colorato,lungo,all,2022-06-19,soleggiato,23,estate,giugno,20
cotone,scuro,lungo,estate,2022-01-28,pioggia,7,inverno,gennaio,23
raso,scuro,lungo,primavera_estate,2022-05-27,pioggia,28,primavera,maggio,19
poliestere,scuro,lungo,estate,2022-09-28,pioggia,12,autunno,settembre,22
poliestere,colorato,lungo,estate,2022-10-02,pioggia,20,autunno,ottobre,17
poliestere,scuro,lungo,all,2022-06-19,soleggiato,25,estate,giugno,10
raso,scuro,lungo,all,2022-08-03,soleggiato,29,estate,agosto,12
poliestere,colorato,lungo,estate,2022-09-04,soleggiato,34,autunno,settembre,9
cotone,colorato,lungo,estate,2022-02-28,pioggia,2,inverno,febbraio,23
poliestere,colorato,lungo,all,2022-04-20,pioggia,14,primavera,aprile,25
poliestere,chiaro,lungo,all,2022-03-10,soleggiato,4,primavera,marzo,26
cotone,colorato,lungo,estate,2022-07-24,soleggiato,29,estate,luglio,23
cotone,scuro,lungo,estate,2022-02-21,pioggia,8,inverno,febbraio,23
poliestere,colorato,lungo,all,2022-05-10,soleggiato,20,primavera,maggio,20
poliestere,colorato,lungo,estate,2022-11-14,pioggia,9,autunno,novembre,23
poliestere,scuro,lungo,all,2022-09-05,pioggia,24,autunno,settembre,20
cotone,scuro,lungo,all,2022-04-09,neve,8,primavera,aprile,26
poliestere,scuro,lungo,all,2022-07-20,pioggia,21,estate,luglio,20
poliestere,scuro,lungo,autunno_inverno,2022-10-31,soleggiato,15,autunno,ottobre,26
poliestere,colorato,lungo,primavera_estate,2022-09-13,pioggia,20,autunno,settembre,18
poliestere,colorato,lungo,autunno,2022-08-07,pioggia,34,estate,agosto,11
poliestere,scuro,lungo,all,2022-03-03,nuvoloso,5,primavera,marzo,26
poliestere,colorato,lungo,estate,2022-01-23,soleggiato,-6,inverno,gennaio,23
poliestere,scuro,lungo,all,2022-08-06,soleggiato,34,estate,agosto,7
poliestere,scuro,lungo,all,2022-04-14,soleggiato,13,primavera,aprile,25
poliestere,colorato,lungo,primavera_estate,2022-11-10,pioggia,13,autunno,novembre,23
poliestere,scuro,lungo,estate,2022-10-19,nuvoloso,18,autunno,ottobre,21
poliestere,scuro,lungo,estate,2022-11-17,pioggia,2,autunno,novembre,23
poliestere,scuro,lungo,all,2022-11-13,pioggia,8,autunno,novembre,26
poliestere,scuro,lungo,estate,2022-10-15,soleggiato,18,autunno,ottobre,21
poliestere,scuro,lungo,all,2022-11-03,pioggia,15,autunno,novembre,24
poliestere,chiaro,lungo,autunno,2022-08-01,soleggiato,31,estate,agosto,16
cotone,scuro,lungo,all,2022-06-17,pioggia,30,estate,giugno,17
poliestere,scuro,lungo,estate,2022-05-23,nuvoloso,21,primavera,maggio,21
poliestere,scuro,lungo,estate,2022-01-27,pioggia,7,inverno,gennaio,23
poliestere,colorato,lungo,estate,2022-08-18,pioggia,26,estate,agosto,18
poliestere,scuro,lungo,all,2022-10-21,pioggia,18,autunno,ottobre,24
cotone,colorato,lungo,all,2022-10-19,soleggiato,11,autunno,ottobre,26
poliestere,colorato,lungo,estate,2022-09-20,soleggiato,17,autunno,settembre,21
poliestere,colorato,lungo,estate,2022-04-13,soleggiato,8,primavera,aprile,27
poliestere,scuro,lungo,all,2022-12-15,pioggia,2,inverno,dicembre,26
poliestere,scuro,lungo,estate,2022-11-10,pioggia,17,autunno,novembre,21
poliestere,colorato,lungo,estate,2022-03-21,neve,-2,primavera,marzo,27
cotone,scuro,lungo,all,2022-11-30,pioggia,8,autunno,novembre,26
poliestere,colorato,lungo,primavera_estate,2022-07-09,pioggia,16,estate,luglio,26
poliestere,scuro,lungo,all,2022-01-14,soleggiato,-5,inverno,gennaio,26
velluto,colorato,lungo,all,2022-10-01,pioggia,16,autunno,ottobre,21
poliestere,scuro,lungo,estate,2022-10-10,pioggia,18,autunno,ottobre,21
poliestere,colorato,lungo,all,2022-05-10,soleggiato,20,primavera,maggio,20
poliestere,colorato,lungo,primavera_estate,2022-03-20,soleggiato,5,primavera,marzo,28
poliestere,colorato,lungo,all,2022-08-09,soleggiato,28,estate,agosto,15
poliestere,scuro,lungo,primavera_estate,2022-12-06,pioggia,12,inverno,dicembre,23
cotone,colorato,lungo,all,2022-03-03,nuvoloso,5,primavera,marzo,26
poliestere,scuro,lungo,estate,2022-02-10,soleggiato,8,inverno,febbraio,23
poliestere,scuro,lungo,estate,2022-02-14,pioggia,9,inverno,febbraio,23
poliestere,colorato,lungo,primavera_estate,2022-11-17,pioggia,13,autunno,novembre,23
poliestere,colorato,lungo,estate,2022-04-29,soleggiato,15,primavera,aprile,25
raso,colorato,lungo,primavera_estate,2022-08-30,soleggiato,32,estate,agosto,18
poliestere,scuro,lungo,estate,2022-03-21,pioggia,9,primavera,marzo,27
cotone,scuro,lungo,all,2022-01-06,soleggiato,-5,inverno,gennaio,26
poliestere,scuro,lungo,all,2022-03-17,soleggiato,11,primavera,marzo,25
poliestere,chiaro,lungo,all,2022-06-01,pioggia,13,estate,giugno,25
cotone,scuro,lungo,estate,2022-01-20,pioggia,8,inverno,gennaio,23
cotone,scuro,lungo,estate,2022-12-08,pioggia,7,inverno,dicembre,23
poliestere,colorato,lungo,estate,2022-12-19,nuvoloso,4,inverno,dicembre,23
poliestere,colorato,lungo,estate,2022-12-16,neve,1,inverno,dicembre,23
cotone,colorato,lungo,estate,2022-07-28,soleggiato,30,estate,luglio,20
poliestere,scuro,lungo,primavera_estate,2022-06-27,soleggiato,31,estate,giugno,9
poliestere,chiaro,lungo,all,2022-07-10,soleggiato,26,estate,luglio,20
cotone,scuro,lungo,estate,2022-11-30,nuvoloso,1,autunno,novembre,23
cotone,scuro,lungo,all,2022-03-19,soleggiato,6,primavera,marzo,26
cotone,colorato,lungo,estate,2022-12-19,nuvoloso,4,inverno,dicembre,23
cotone,scuro,lungo,all,2022-06-24,soleggiato,28,estate,giugno,15
poliestere,colorato,lungo,estate,2022-04-17,neve,13,primavera,aprile,26
cotone,colorato,lungo,all,2022-02-01,neve,-1,inverno,febbraio,26
poliestere,chiaro,lungo,estate,2022-06-07,pioggia,24,estate,giugno,23
poliestere,scuro,lungo,estate,2022-11-23,soleggiato,7,autunno,novembre,23
cotone,colorato,lungo,estate,2022-06-25,soleggiato,28,estate,giugno,23
poliestere,colorato,lungo,primavera_estate,2022-05-28,pioggia,26,primavera,maggio,17
cotone,colorato,lungo,estate,2022-11-15,nuvoloso,9,autunno,novembre,23
poliestere,scuro,lungo,all,2022-11-18,pioggia,1,autunno,novembre,26
poliestere,scuro,lungo,estate,2022-08-16,pioggia,27,estate,agosto,18
cotone,scuro,lungo,all,2022-11-11,soleggiato,13,autunno,novembre,26
cotone,chiaro,lungo,all,2022-02-15,neve,0,inverno,febbraio,26
poliestere,colorato,lungo,primavera_estate,2022-02-06,neve,1,inverno,febbraio,24
poliestere,colorato,lungo,all,2022-01-02,soleggiato,6,inverno,gennaio,26
poliestere,scuro,lungo,all,2022-10-18,soleggiato,19,autunno,ottobre,24
velluto,scuro,lungo,autunno_inverno,2022-09-09,pioggia,29,autunno,settembre,15
poliestere,colorato,lungo,estate,2022-10-30,soleggiato,13,autunno,ottobre,22
cotone,colorato,lungo,all,2022-04-19,pioggia,10,primavera,aprile,26
poliestere,colorato,lungo,all,2022-01-06,pioggia,3,inverno,gennaio,26
poliestere,chiaro,lungo,estate,2022-07-12,pioggia,22,estate,luglio,23
poliestere,scuro,lungo,all,2022-10-23,nuvoloso,20,autunno,ottobre,20
poliestere,colorato,lungo,estate,2022-10-25,soleggiato,23,autunno,ottobre,17
poliestere,colorato,lungo,all,2022-12-10,pioggia,14,inverno,dicembre,25
poliestere,colorato,lungo,estate,2022-06-29,pioggia,24,estate,giugno,23
poliestere,chiaro,lungo,all,2022-08-04,soleggiato,32,estate,agosto,17
cotone,scuro,lungo,estate,2022-11-08,soleggiato,14,autunno,novembre,23
velluto,chiaro,lungo,autunno_inverno,2022-09-25,pioggia,18,autunno,settembre,23
cotone,colorato,lungo,autunno_inverno,2022-10-15,soleggiato,17,autunno,ottobre,28
poliestere,colorato,lungo,all,2022-02-08,soleggiato,3,inverno,febbraio,26
poliestere,scuro,lungo,estate,2022-09-11,soleggiato,18,autunno,settembre,21
raso,scuro,lungo,primavera_estate,2022-07-16,soleggiato,32,estate,luglio,13
poliestere,scuro,lungo,estate,2022-04-02,pioggia,4,primavera,aprile,27
poliestere,colorato,lungo,primavera_estate,2022-12-06,nuvoloso,4,inverno,dicembre,24
poliestere,scuro,lungo,all,2022-02-07,neve,2,inverno,febbraio,26
cotone,scuro,lungo,all,2022-04-21,pioggia,14,primavera,aprile,26
poliestere,colorato,lungo,estate,2022-05-02,pioggia,16,primavera,maggio,25
poliestere,scuro,lungo,all,2022-04-04,pioggia,7,primavera,aprile,26
poliestere,colorato,lungo,all,2022-07-10,soleggiato,25,estate,luglio,15
poliestere,colorato,lungo,estate,2022-12-17,pioggia,5,inverno,dicembre,23
poliestere,colorato,lungo,estate,2022-03-13,nuvoloso,1,primavera,marzo,27
poliestere,scuro,lungo,estate,2022-04-15,soleggiato,16,primavera,aprile,25
poliestere,colorato,lungo,estate,2022-04-23,pioggia,14,primavera,aprile,26
poliestere,scuro,lungo,primavera_estate,2022-05-31,soleggiato,23,primavera,maggio,17
poliestere,scuro,lungo,all,2022-08-25,pioggia,18,estate,agosto,24
poliestere,scuro,lungo,estate,2022-06-06,nuvoloso,27,estate,giugno,18
velluto,scuro,lungo,autunno_inverno,2022-05-27,nuvoloso,28,primavera,maggio,11
poliestere,colorato,lungo,estate,2022-02-05,soleggiato,5,inverno,febbraio,23
poliestere,colorato,lungo,estate,2022-05-09,pioggia,13,primavera,maggio,26
poliestere,colorato,lungo,primavera,2022-01-01,nuvoloso,2,inverno,gennaio,25
poliestere,colorato,lungo,estate,2022-01-30,soleggiato,0,inverno,gennaio,23
cotone,colorato,lungo,all,2022-02-14,pioggia,7,inverno,febbraio,26
cotone,scuro,lungo,all,2022-07-29,pioggia,30,estate,luglio,17
cotone,chiaro,lungo,all,2022-01-25,soleggiato,2,inverno,gennaio,26
poliestere,colorato,lungo,all,2022-10-05,soleggiato,18,autunno,ottobre,24
poliestere,chiaro,lungo,estate,2022-04-18,soleggiato,10,primavera,aprile,26
poliestere,colorato,lungo,estate,2022-01-28,pioggia,6,inverno,gennaio,23
poliestere,colorato,lungo,estate,2022-01-03,nuvoloso,10,inverno,gennaio,22
poliestere,colorato,lungo,estate,2022-01-05,neve,2,inverno,gennaio,23
poliestere,colorato,lungo,autunno_inverno,2022-03-19,pioggia,8,primavera,marzo,24
poliestere,colorato,lungo,all,2022-06-19,pioggia,27,estate,giugno,15
poliestere,colorato,lungo,primavera_estate,2022-12-01,nuvoloso,4,inverno,dicembre,24
cotone,colorato,lungo,all,2022-06-23,pioggia,27,estate,giugno,20
poliestere,scuro,lungo,estate,2022-01-19,nuvoloso,2,inverno,gennaio,23
cotone,scuro,lungo,all,2022-02-14,nuvoloso,-1,inverno,febbraio,26
poliestere,scuro,lungo,all,2022-12-10,pioggia,5,inverno,dicembre,26
cotone,scuro,lungo,estate,2022-05-20,pioggia,15,primavera,maggio,27
cotone,colorato,lungo,all,2022-11-15,pioggia,7,autunno,novembre,26
poliestere,scuro,lungo,autunno_inverno,2022-06-12,soleggiato,28,estate,giugno,8
poliestere,scuro,lungo,all,2022-10-25,pioggia,14,autunno,ottobre,25
poliestere,scuro,lungo,all,2022-09-03,pioggia,23,autunno,settembre,20
poliestere,scuro,lungo,primavera_estate,2022-02-20,pioggia,9,inverno,febbraio,24
poliestere,chiaro,lungo,all,2022-05-08,pioggia,19,primavera,maggio,24
poliestere,scuro,lungo,all,2022-05-24,soleggiato,22,primavera,maggio,15
cotone,colorato,lungo,estate,2022-10-06,soleggiato,18,autunno,ottobre,23
poliestere,scuro,lungo,all,2022-10-23,pioggia,23,autunno,ottobre,20
cotone,chiaro,lungo,estate,2022-01-25,nuvoloso,0,inverno,gennaio,23
poliestere,chiaro,lungo,primavera_estate,2022-06-30,pioggia,29,estate,giugno,17
cotone,scuro,lungo,all,2022-06-03,soleggiato,27,estate,giugno,15
poliestere,colorato,lungo,all,2022-08-29,pioggia,27,estate,agosto,15
cotone,scuro,lungo,all,2022-11-09,pioggia,13,autunno,novembre,26
poliestere,scuro,lungo,all,2022-11-08,soleggiato,6,autunno,novembre,26
poliestere,chiaro,lungo,estate,2022-01-29,pioggia,4,inverno,gennaio,23
poliestere,scuro,lungo,all,2022-03-19,soleggiato,3,primavera,marzo,26
poliestere,scuro,lungo,estate,2022-01-12,neve,-1,inverno,gennaio,23
poliestere,scuro,lungo,all,2022-06-11,soleggiato,24,estate,giugno,15
poliestere,colorato,lungo,primavera_estate,2022-01-12,soleggiato,0,inverno,gennaio,24
poliestere,chiaro,lungo,estate,2022-03-07,soleggiato,1,primavera,marzo,27
cotone,colorato,lungo,estate,2022-04-11,soleggiato,8,primavera,aprile,27
poliestere,colorato,lungo,estate,2022-08-31,soleggiato,29,estate,agosto,18
poliestere,scuro,lungo,estate,2022-05-14,soleggiato,21,primavera,maggio,16
poliestere,colorato,lungo,all,2022-03-10,soleggiato,4,primavera,marzo,26
poliestere,scuro,lungo,all,2022-09-27,pioggia,19,autunno,settembre,24
poliestere,colorato,lungo,estate,2022-08-06,pioggia,33,estate,agosto,15
poliestere,scuro,lungo,estate,2022-04-07,soleggiato,11,primavera,aprile,26
poliestere,chiaro,lungo,estate,2022-11-16,pioggia,16,autunno,novembre,21
cotone,scuro,lungo,all,2022-09-15,soleggiato,33,autunno,settembre,12
poliestere,scuro,lungo,all,2022-12-23,pioggia,12,inverno,dicembre,25
poliestere,colorato,lungo,estate,2022-04-12,nuvoloso,7,primavera,aprile,27
cotone,scuro,lungo,estate,2022-02-16,pioggia,7,inverno,febbraio,23
poliestere,scuro,lungo,all,2022-03-18,pioggia,5,primavera,marzo,26
cotone,colorato,lungo,estate,2022-07-17,pioggia,30,estate,luglio,20
poliestere,colorato,lungo,primavera_estate,2022-01-11,soleggiato,1,inverno,gennaio,24
poliestere,scuro,lungo,all,2022-02-05,pioggia,9,inverno,febbraio,26
poliestere,colorato,lungo,estate,2022-06-01,nuvoloso,27,estate,giugno,18
poliestere,colorato,lungo,estate,2022-12-20,soleggiato,8,inverno,dicembre,23
cotone,scuro,lungo,all,2022-08-21,pioggia,28,estate,agosto,20
velluto,scuro,lungo,autunno_inverno,2022-07-20,nuvoloso,31,estate,luglio,9
cotone,scuro,lungo,primavera_estate,2022-07-06,pioggia,32,estate,luglio,19
poliestere,scuro,lungo,all,2022-08-30,soleggiato,30,estate,agosto,7
poliestere,colorato,lungo,estate,2022-07-13,nuvoloso,17,estate,luglio,27
poliestere,scuro,lungo,all,2022-06-16,pioggia,17,estate,giugno,24
poliestere,scuro,lungo,estate,2022-06-22,soleggiato,26,estate,giugno,13
cotone,colorato,lungo,estate,2022-02-07,soleggiato,4,inverno,febbraio,23
poliestere,scuro,lungo,estate,2022-11-16,pioggia,8,autunno,novembre,23
poliestere,colorato,lungo,estate,2022-03-21,soleggiato,-3,primavera,marzo,27
poliestere,scuro,lungo,estate,2022-08-08,pioggia,24,estate,agosto,23
cotone,scuro,lungo,all,2022-03-30,pioggia,9,primavera,marzo,26
poliestere,chiaro,lungo,estate,2022-02-23,soleggiato,0,inverno,febbraio,23
poliestere,colorato,lungo,estate,2022-12-24,pioggia,8,inverno,dicembre,23
poliestere,chiaro,lungo,all,2022-01-15,soleggiato,8,inverno,gennaio,26
poliestere,scuro,lungo,all,2022-05-11,pioggia,19,primavera,maggio,24
poliestere,colorato,lungo,estate,2022-03-05,soleggiato,1,primavera,marzo,27
poliestere,colorato,lungo,estate,2022-01-21,nuvoloso,1,inverno,gennaio,23
poliestere,colorato,lungo,all,2022-03-04,pioggia,5,primavera,marzo,26
cotone,chiaro,lungo,all,2022-02-04,nuvoloso,6,inverno,febbraio,26
poliestere,scuro,lungo,primavera_estate,2022-08-05,soleggiato,32,estate,agosto,9
poliestere,scuro,lungo,estate,2022-11-24,nuvoloso,4,autunno,novembre,23
poliestere,colorato,lungo,all,2022-10-27,soleggiato,21,autunno,ottobre,20
poliestere,colorato,lungo,estate,2022-05-09,pioggia,16,primavera,maggio,25
poliestere,colorato,lungo,primavera_estate,2022-09-14,soleggiato,30,autunno,settembre,10
poliestere,colorato,lungo,estate,2022-03-02,soleggiato,1,primavera,marzo,27
poliestere,colorato,lungo,estate,2022-06-04,soleggiato,28,estate,giugno,18
poliestere,scuro,lungo,estate,2022-01-15,soleggiato,4,inverno,gennaio,23
poliestere,colorato,lungo,estate,2022-02-19,pioggia,7,inverno,febbraio,23
poliestere,colorato,lungo,estate,2022-01-26,soleggiato,1,inverno,gennaio,23
cotone,chiaro,lungo,estate,2022-05-15,pioggia,25,primavera,maggio,21
poliestere,colorato,lungo,estate,2022-05-25,pioggia,25,primavera,maggio,16
poliestere,scuro,lungo,estate,2022-09-29,pioggia,19,autunno,settembre,21
poliestere,chiaro,lungo,estate,2022-08-13,soleggiato,20,estate,agosto,28
poliestere,colorato,lungo,estate,2022-11-08,soleggiato,15,autunno,novembre,21
poliestere,scuro,lungo,all,2022-01-26,soleggiato,0,inverno,gennaio,26
poliestere,scuro,lungo,all,2022-05-02,pioggia,15,primavera,maggio,24
poliestere,colorato,lungo,all,2022-02-12,soleggiato,3,inverno,febbraio,26
cotone,chiaro,lungo,all,2022-10-24,pioggia,12,autunno,ottobre,26
poliestere,scuro,lungo,all,2022-07-12,soleggiato,31,estate,luglio,7
poliestere,colorato,lungo,all,2022-03-22,soleggiato,5,primavera,marzo,26
cotone,scuro,lungo,estate,2022-03-30,pioggia,9,primavera,marzo,27
poliestere,scuro,lungo,estate,2022-03-23,soleggiato,2,primavera,marzo,27
poliestere,colorato,lungo,all,2022-01-28,nuvoloso,2,inverno,gennaio,26
cotone,scuro,lungo,estate,2022-05-15,soleggiato,20,primavera,maggio,19
poliestere,colorato,lungo,all,2022-03-16,soleggiato,5,primavera,marzo,26
cotone,scuro,lungo,all,2022-04-13,soleggiato,14,primavera,aprile,26
poliestere,scuro,lungo,all,2022-02-13,soleggiato,1,inverno,febbraio,26
poliestere,colorato,lungo,primavera_estate,2022-05-04,pioggia,17,primavera,maggio,26
poliestere,colorato,lungo,estate,2022-03-17,nuvoloso,11,primavera,marzo,26
cotone,scuro,lungo,all,2022-02-19,pioggia,8,inverno,febbraio,26
poliestere,scuro,lungo,all,2022-06-12,soleggiato,23,estate,giugno,15
poliestere,colorato,lungo,all,2022-10-08,soleggiato,18,autunno,ottobre,24
poliestere,scuro,lungo,estate,2022-12-01,pioggia,5,inverno,dicembre,23
poliestere,scuro,lungo,estate,2022-01-25,nuvoloso,0,inverno,gennaio,23
poliestere,colorato,lungo,estate,2022-04-03,neve,-5,primavera,aprile,27
cotone,scuro,lungo,estate,2022-04-12,soleggiato,14,primavera,aprile,27
cotone,chiaro,lungo,estate,2022-10-13,pioggia,19,autunno,ottobre,23
cotone,colorato,lungo,all,2022-11-26,pioggia,15,autunno,novembre,26
poliestere,scuro,lungo,all,2022-02-20,nuvoloso,11,inverno,febbraio,25
poliestere,colorato,lungo,estate,2022-10-31,soleggiato,18,autunno,ottobre,21
poliestere,chiaro,lungo,all,2022-09-09,pioggia,19,autunno,settembre,24
poliestere,scuro,lungo,all,2022-02-28,pioggia,2,inverno,febbraio,26
raso,chiaro,lungo,primavera_estate,2022-04-25,pioggia,13,primavera,aprile,22
poliestere,colorato,lungo,estate,2022-01-14,soleggiato,5,inverno,gennaio,23
velluto,scuro,lungo,autunno_inverno,2022-08-06,pioggia,20,estate,agosto,15
poliestere,chiaro,lungo,estate,2022-01-06,pioggia,3,inverno,gennaio,23
poliestere,colorato,lungo,primavera_estate,2022-03-05,soleggiato,2,primavera,marzo,28
velluto,scuro,lungo,autunno_inverno,2022-03-30,pioggia,10,primavera,marzo,21
poliestere,colorato,lungo,estate,2022-10-18,soleggiato,19,autunno,ottobre,21
poliestere,scuro,lungo,estate,2022-01-21,soleggiato,1,inverno,gennaio,23
poliestere,colorato,lungo,estate,2022-03-13,pioggia,9,primavera,marzo,27
poliestere,colorato,lungo,all,2022-07-13,soleggiato,32,estate,luglio,12
poliestere,colorato,lungo,all,2022-02-01,pioggia,4,inverno,febbraio,26
poliestere,colorato,lungo,estate,2022-05-29,pioggia,18,primavera,maggio,25
cotone,scuro,lungo,all,2022-08-12,pioggia,27,estate,agosto,20
poliestere,colorato,lungo,all,2022-02-11,pioggia,8,inverno,febbraio,26
poliestere,scuro,lungo,all,2022-10-26,soleggiato,20,autunno,ottobre,15
poliestere,chiaro,lungo,all,2022-05-24,pioggia,24,primavera,maggio,20
poliestere,scuro,lungo,all,2022-09-06,pioggia,27,autunno,settembre,15
cotone,scuro,lungo,all,2022-07-15,soleggiato,26,estate,luglio,15
poliestere,colorato,lungo,estate,2022-03-03,soleggiato,6,primavera,marzo,27
velluto,scuro,lungo,autunno_inverno,2022-04-05,pioggia,10,primavera,aprile,21
poliestere,scuro,lungo,estate,2022-06-14,soleggiato,27,estate,giugno,13
poliestere,chiaro,lungo,all,2022-05-02,soleggiato,18,primavera,maggio,24
cotone,scuro,lungo,estate,2022-04-10,pioggia,6,primavera,aprile,27
velluto,scuro,lungo,all,2022-11-04,pioggia,13,autunno,novembre,23
poliestere,chiaro,lungo,primavera,2022-01-18,soleggiato,-6,inverno,gennaio,25
poliestere,colorato,lungo,estate,2022-02-01,pioggia,5,inverno,febbraio,23
cotone,colorato,lungo,estate,2022-05-10,pioggia,17,primavera,maggio,27
cotone,chiaro,lungo,all,2022-05-20,nuvoloso,22,primavera,maggio,23
poliestere,colorato,lungo,estate,2022-09-26,nuvoloso,16,autunno,settembre,21
poliestere,chiaro,lungo,estate,2022-07-09,soleggiato,22,estate,luglio,28
poliestere,colorato,lungo,primavera_estate,2022-10-17,soleggiato,15,autunno,ottobre,22
poliestere,chiaro,lungo,estate,2022-03-01,soleggiato,0,primavera,marzo,27
poliestere,chiaro,lungo,estate,2022-06-27,soleggiato,30,estate,giugno,20
poliestere,scuro,lungo,all,2022-08-07,pioggia,32,estate,agosto,12
poliestere,chiaro,lungo,all,2022-06-22,pioggia,25,estate,giugno,15
poliestere,scuro,lungo,all,2022-09-05,soleggiato,28,autunno,settembre,10
poliestere,scuro,lungo,all,2022-04-01,neve,0,primavera,aprile,26
poliestere,scuro,lungo,estate,2022-03-25,soleggiato,6,primavera,marzo,27
cotone,colorato,lungo,estate,2022-03-21,pioggia,5,primavera,marzo,27
poliestere,scuro,lungo,all,2022-03-08,soleggiato,0,primavera,marzo,26
poliestere,scuro,lungo,estate,2022-12-20,pioggia,4,inverno,dicembre,23
poliestere,scuro,lungo,estate,2022-07-07,pioggia,35,estate,luglio,15
poliestere,colorato,lungo,estate,2022-10-08,nuvoloso,18,autunno,ottobre,21
raso,chiaro,lungo,primavera_estate,2022-10-03,pioggia,20,autunno,ottobre,17
poliestere,colorato,lungo,estate,2022-05-27,pioggia,23,primavera,maggio,21
poliestere,chiaro,lungo,all,2022-07-24,soleggiato,34,estate,luglio,17
poliestere,chiaro,lungo,estate,2022-10-25,pioggia,10,autunno,ottobre,22
poliestere,scuro,lungo,estate,2022-08-10,pioggia,29,estate,agosto,18
cotone,chiaro,lungo,all,2022-02-02,soleggiato,1,inverno,febbraio,26
poliestere,scuro,lungo,all,2022-05-10,soleggiato,17,primavera,maggio,24
poliestere,colorato,lungo,estate,2022-03-22,soleggiato,6,primavera,marzo,27
poliestere,scuro,lungo,estate,2022-02-04,nuvoloso,8,inverno,febbraio,23
cotone,chiaro,lungo,all,2022-10-10,pioggia,19,autunno,ottobre,26
cotone,chiaro,lungo,all,2022-10-13,soleggiato,18,autunno,ottobre,26
poliestere,colorato,lungo,primavera_estate,2022-02-22,soleggiato,8,inverno,febbraio,24
poliestere,colorato,lungo,estate,2022-12-12,pioggia,0,inverno,dicembre,23
poliestere,scuro,lungo,autunno_inverno,2022-11-20,pioggia,8,autunno,novembre,28
poliestere,colorato,lungo,all,2022-04-19,soleggiato,9,primavera,aprile,26
cotone,colorato,lungo,estate,2022-08-22,soleggiato,26,estate,agosto,23
velluto,scuro,lungo,autunno_inverno,2022-03-02,nuvoloso,2,primavera,marzo,25
poliestere,scuro,lungo,estate,2022-11-30,pioggia,-7,autunno,novembre,23
poliestere,scuro,lungo,all,2022-06-29,pioggia,18,estate,giugno,24
raso,scuro,lungo,all,2022-06-07,pioggia,24,estate,giugno,19
poliestere,chiaro,lungo,estate,2022-05-23,soleggiato,24,primavera,maggio,26
cotone,colorato,lungo,estate,2022-08-20,soleggiato,27,estate,agosto,23
cotone,scuro,lungo,autunno_inverno,2022-09-15,pioggia,26,autunno,settembre,22
poliestere,scuro,lungo,estate,2022-02-08,soleggiato,6,inverno,febbraio,23
cotone,scuro,lungo,estate,2022-01-14,soleggiato,3,inverno,gennaio,23
poliestere,scuro,lungo,all,2022-04-03,pioggia,5,primavera,aprile,26
poliestere,scuro,lungo,estate,2022-07-21,soleggiato,30,estate,luglio,10
poliestere,colorato,lungo,estate,2022-07-03,soleggiato,33,estate,luglio,15
cotone,colorato,lungo,estate,2022-05-05,pioggia,15,primavera,maggio,27
cotone,colorato,lungo,estate,2022-08-11,soleggiato,27,estate,agosto,23
poliestere,scuro,lungo,estate,2022-02-08,soleggiato,3,inverno,febbraio,23
poliestere,scuro,lungo,estate,2022-12-21,nuvoloso,9,inverno,dicembre,23
poliestere,scuro,lungo,estate,2022-07-01,soleggiato,31,estate,luglio,10
poliestere,scuro,lungo,all,2022-05-22,soleggiato,27,primavera,maggio,10
poliestere,colorato,lungo,estate,2022-03-06,neve,-3,primavera,marzo,27
